id,release_date,movie,production_budget,domestic_gross,worldwide_gross
83,06/03/2005,cinderella man,88000000,61649911,105021488
84,09/14/2018,the predator,88000000,51024708,159487563
85,07/08/2005,fantastic four,87500000,154696080,333132750
86,02/09/2001,hannibal,87000000,165092266,350100280
87,07/25/2003,seabiscuit,86000000,120277854,148715342
88,12/22/2000,cast away,85000000,233632142,427230516
89,11/17/2006,happy feet,85000000,198000317,385000317
90,12/07/2001,ocean's eleven,85000000,183417150,450728529
91,07/23/2004,the bourne supremacy,85000000,176087450,311001124
92,07/25/1997,air force one,85000000,172956409,315268353
93,04/03/2009,fast & furious,85000000,155064265,363064265
94,03/14/2008,horton hears a who,85000000,154529439,299477886
95,03/21/2014,divergent,85000000,150947895,276014965
96,09/28/2012,hotel transylvania,85000000,148313048,378505812
97,04/05/2019,shazam!,85000000,139606856,362899733
98,11/21/2007,enchanted,85000000,127706877,340384141
99,02/10/2012,safe house,85000000,126181630,208542162
100,07/20/2007,i now pronounce you chuck and larry,85000000,119725280,185708462
1,06/08/2007,ocean's thirteen,85000000,117144465,311744465
2,12/25/2009,itâs complicated,85000000,112735375,224614744
3,11/20/1998,enemy of the state,85000000,111549836,250649836
4,09/29/2006,open season,85000000,85105259,191932158
5,11/04/2011,tower heist,85000000,78046570,150422946
6,11/22/2000,102 dalmatians,85000000,66941559,66941559
7,03/30/2012,mirror mirror,85000000,64935167,173613482
8,12/08/2006,the holiday,85000000,63280000,205190324
9,06/16/2006,the fast and the furious: tokyo drift,85000000,62615510,157794205
10,12/09/2005,memoirs of a geisha,85000000,57010853,161510853
11,03/16/2001,enemy at the gates,85000000,51396781,96971293
12,06/18/1993,last action hero,85000000,50016394,137298489
13,09/26/2003,the rundown,85000000,47641743,80831893
14,11/23/2011,arthur christmas,85000000,46462469,149717124
15,01/20/2017,xxx: return of xander cage,85000000,44898413,345033359
16,11/13/1998,meet joe black,85000000,44650003,44650003
17,07/30/2010,cats & dogs: the revenge of kitty galore,85000000,43585753,113026383
18,02/08/2002,collateral damage,85000000,40048332,78353508
19,03/15/2002,showtime,85000000,37948765,78948765
20,06/30/1995,judge dredd,85000000,34687912,113487912
21,03/02/2007,zodiac,85000000,33080084,83080084
22,08/13/2010,scott pilgrim vs. the world,85000000,31611316,48056764
23,03/28/2003,the core,85000000,31111260,74132631
24,05/09/1997,father's day,85000000,28681080,35681080
25,12/20/2017,the greatest showman,84000000,174340174,386665550
26,06/14/2002,scooby-doo,84000000,153294164,276294164
27,07/28/2000,nutty professor ii: the klumps,84000000,123307945,166307945
28,07/19/2013,red 2,84000000,53262560,141507355
29,06/23/2006,click,82500000,137355633,237685089
30,12/15/2006,charlotte's web,82500000,82985708,143985708
31,02/14/2008,jumper,82500000,80172128,222640812
32,07/11/2008,hellboy ii: the golden army,82500000,75986503,160388063
33,05/27/2005,the longest yard,82000000,158119460,191558505
34,08/13/2010,the expendables,82000000,103068524,268268174
35,11/17/2000,the 6th day,82000000,34543701,96024898
36,02/21/2020,call of the wild,82000000,0,0
37,05/23/2003,bruce almighty,81000000,242704995,484468608
38,03/23/2012,the hunger games,80000000,408010692,677923379
39,05/26/2011,the hangover part ii,80000000,254464305,586464305
40,05/21/1996,mission: impossible,80000000,180981886,457697994
41,02/10/2017,the lego batman movie,80000000,175750384,310660018
42,09/25/2015,hotel transylvania 2,80000000,169700110,469500298
43,06/18/1992,batman returns,80000000,162833635,266824291
44,05/07/1999,the mummy,80000000,155385488,416385488
45,05/19/2006,over the hedge,80000000,155019340,343397247
46,06/21/2002,lilo & stitch,80000000,145771527,245800000
47,05/08/1998,deep impact,80000000,140464664,349464664
48,07/12/2013,grown ups 2,80000000,133668525,247023808
49,12/16/2011,alvin and the chipmunks: chipwrecked,80000000,133107389,349088523
50,06/20/2008,get smart,80000000,130319208,226739416
51,03/11/2005,robots,80000000,128200012,260700012
52,02/19/2010,shutter island,80000000,128012934,299461782
53,12/12/2003,something's gotta give,80000000,124685242,266685242
54,11/26/2008,four christmases,80000000,120146040,168311558
55,06/27/1997,face/off,80000000,112276146,241200000
56,12/25/2008,bedtime stories,80000000,110101975,221468935
57,07/12/2002,road to perdition,80000000,104054514,183354514
58,02/11/2011,just go with it,80000000,103028109,214974953
59,02/14/2003,daredevil,80000000,102543518,182782518
60,09/26/2008,eagle eye,80000000,101440743,180585259
61,06/06/1997,con air,80000000,101117573,224117573
62,12/17/2010,yogi bear,80000000,100246011,204774690
63,12/25/2003,cold mountain,80000000,95632614,165173909
64,01/15/2010,the book of eli,80000000,94835059,158750817
65,11/26/1997,flubber,80000000,92993801,177993801
66,07/23/1999,the haunting,80000000,91188905,180188905
67,11/15/1996,space jam,80000000,90463534,250200000
68,10/17/2014,fury,80000000,85817906,210315681
69,09/28/2018,smallfoot,80000000,83240103,213691277
70,02/10/2006,the pink panther,80000000,82226474,158926474
71,07/08/2011,zookeeper,80000000,80360866,170805525
72,12/12/2008,the day the earth stood still,80000000,79366978,237370350
73,08/08/1997,conspiracy theory,80000000,76118990,142783718
74,06/12/1998,"six days, seven nights",80000000,74339294,164800000
75,05/24/2002,spirit: stallion of the cimarron,80000000,73215310,106515310
76,06/08/2001,swordfish,80000000,69772969,147080413
77,12/31/1999,fantasia 2000 (theatrical release),80000000,69610858,69618634
78,04/03/1998,lost in space,80000000,69117629,136047317
79,07/30/2004,the manchurian candidate,80000000,65948711,96148711
80,11/22/2006,dã©jã vu,80000000,64038616,181038616
81,06/07/2019,the secret life of pets 2,80000000,63795655,113351496
82,06/24/2005,bewitched,80000000,63313159,131159306
83,03/08/2002,the time machine,80000000,56684819,98983590
84,10/02/1998,what dreams may come,80000000,55485043,71485043
85,12/25/1998,mighty joe young,80000000,50632037,50632037
86,10/28/2005,the legend of zorro,80000000,45575336,141475336
87,11/10/2000,little nicky,80000000,39442871,58270391
88,09/25/2009,surrogates,80000000,38577772,119668350
89,06/08/2001,evolution,80000000,38311134,98341932
90,08/26/2005,the brothers grimm,80000000,37899638,105299638
91,12/13/1996,mars attacks!,80000000,37771017,101371017
92,04/14/2006,the wild,80000000,37384046,99010667
93,12/20/2013,walking with dinosaurs,80000000,36076121,123368842
94,12/22/2000,thirteen days,80000000,34566746,66554547
95,12/06/1996,daylight,80000000,32908290,158908290
96,10/23/2015,the last witch hunter,80000000,27367660,130818912
97,02/21/2014,pompeii,80000000,23169033,108469033
98,05/12/2000,battlefield earth: a saga of the year 3000,80000000,21471685,29725663
99,11/14/2003,looney tunes: back in action,80000000,20950820,54540662
100,12/18/2009,nine,80000000,19676965,53508858
1,11/26/2003,timeline,80000000,19480739,26703184
2,04/22/2010,oceans,80000000,19422319,86787530
3,11/25/1998,babe: pig in the city,80000000,18319860,69131860
4,12/25/1997,the postman,80000000,17650704,20841123
5,11/10/2000,red planet,80000000,17480890,33463969
6,01/12/2007,arthur et les minimoys,80000000,15132763,113325743
7,08/17/2007,the invasion,80000000,15074191,40147042
8,09/02/2005,a sound of thunder,80000000,1900451,6300451
9,06/15/1994,the lion king,79300000,421785283,986214868
10,02/10/2012,journey 2: the mysterious island,79000000,103860290,318146162
11,11/11/2011,jack and jill,79000000,74158157,150519217
12,12/21/2001,a beautiful mind,78000000,170708996,317668058
13,09/27/2013,cloudy with a chance of meatballs 2,78000000,119793567,274392649
14,10/04/2002,red dragon,78000000,92955420,206455420
15,03/05/2004,hidalgo,78000000,67286731,108086731
16,07/11/2003,the league of extraordinary gentlemen,78000000,66465204,179265204
17,08/20/2004,exorcist: the beginning,78000000,41814863,43957541
18,12/31/2012,astã©rix et obã©lix: au service de sa majestã©,77600000,0,60680125
19,02/12/2016,the little prince,77500000,1311213,102028919
20,01/22/2019,renegades,77500000,0,1521672
21,07/20/2018,the equalizer 2,77000000,102084362,190453132
22,07/03/2013,despicable me 2,76000000,368065385,975216835
23,06/06/2003,2 fast 2 furious,76000000,127120058,236410607
24,12/25/2006,children of men,76000000,35552383,69845011
25,06/30/2000,the adventures of rocky & bullwinkle,76000000,26000610,35129610
26,07/08/2016,the secret life of pets,75000000,368384330,886750534
27,07/02/1996,independence day,75000000,306169255,817400878
28,11/09/2018,dr. seussâ the grinch,75000000,270620950,511002426
29,12/21/2016,sing,75000000,270329045,634454789
30,06/30/2017,despicable me 3,75000000,264624300,1034727750
31,05/22/1997,the lost world: jurassic park,75000000,229086679,618638999
32,03/31/2006,ice age: the meltdown,75000000,195330621,651899282
33,05/27/2005,madagascar,75000000,193595521,556559566
34,06/25/2010,grown ups,75000000,162001186,272223430
35,10/01/2004,shark tale,75000000,161412000,371917043
36,07/14/2000,x-men,75000000,157299717,296872367
37,06/27/2008,wanted,75000000,134508551,342416460
38,06/07/1996,the rock,75000000,134069511,336069511
39,02/13/2004,50 first dates,75000000,120776832,196320329
40,07/20/2007,hairspray,75000000,118871849,203035572
41,05/31/2013,now you see me,75000000,117723989,342769200
42,12/15/2006,dreamgirls,75000000,103365956,155708695
43,08/03/2018,christopher robin,75000000,99215042,197504758
44,07/23/1999,inspector gadget,75000000,97387965,97387965
45,11/11/2011,immortals,75000000,83504017,211562435
46,06/18/2004,the terminal,75000000,77073959,218673959
47,02/18/2005,constantine,75000000,75976178,221594911
48,07/21/2006,monster house,75000000,73661010,141267370
49,12/08/2000,vertical limit,75000000,68473360,213500000
50,12/21/2007,charlie wilson's war,75000000,66661095,119512771
51,04/16/1999,life,75000000,64062587,73521587
52,03/04/2005,be cool,75000000,55849401,94944017
53,12/23/2005,munich,75000000,47379090,131492772
54,06/04/2010,killers,75000000,47059963,95572749
55,08/14/2015,the man from u.n.c.l.e.,75000000,45445109,104949584
56,03/07/2003,tears of the sun,75000000,43632458,85632458
57,07/21/2006,lady in the water,75000000,42285169,72785169
58,12/17/2004,spanglish,75000000,42044321,54344321
59,10/12/2001,bandits,75000000,41523271,71523271
60,12/17/1999,anna and the king,75000000,39251128,39251128
61,07/07/1995,first knight,75000000,37361412,127361412
62,03/25/2011,sucker punch,75000000,36392502,89758389
63,03/11/2005,hostage,75000000,34636443,77636443
64,10/28/2016,inferno,75000000,34343574,219519367
65,06/13/2003,hollywood homicide,75000000,30207785,50409753
66,06/16/2000,titan a.e.,75000000,22751979,36751979
67,12/17/2004,flight of the phoenix,75000000,21009180,34009180
68,10/23/1998,soldier,75000000,14623082,14623082
69,01/15/1999,virus,75000000,14010690,30626690
70,02/23/2001,monkeybone,75000000,5409517,5409517
71,08/30/2019,playmobil,75000000,0,0
72,12/31/2019,355,75000000,0,0
73,07/10/2015,minions,74000000,336045770,1160336173
74,02/06/2015,the spongebob movie: sponge out of water,74000000,162994032,311013181
75,11/22/2000,unbreakable,73243106,94999143,248099143
76,08/04/2006,talladega nights: the ballad of ricky bobby,73000000,148213377,162870525
77,05/20/2016,the angry birds movie,73000000,107509366,352327887
78,08/07/1998,snake eyes,73000000,55591409,103891409
79,02/13/1998,sphere,73000000,37068294,50168294
80,07/27/2007,the simpsons movie,72500000,183135014,527071022
81,02/08/2008,fool's gold,72500000,70231041,109362966
82,07/31/2009,funny people,72500000,51855045,71880305
83,09/28/2007,the kingdom,72500000,47467250,86509602
84,06/22/2001,dr. dolittle 2,72000000,112950721,176101721
85,05/24/1995,braveheart,72000000,75545647,209045244
86,11/04/2005,jarhead,72000000,62647540,96947540
87,04/27/2001,driven,72000000,32616869,54616869
88,12/21/2001,the majestic,72000000,27796042,37306334
89,06/25/2004,two brothers,72000000,19176754,62176754
90,07/30/2004,the village,71682975,114197520,257641634
91,06/26/1998,doctor dolittle,71500000,144156605,294156605
92,08/02/2002,signs,70702619,227969295,408269295
93,05/19/2004,shrek 2,70000000,441226247,937008132
94,06/09/2006,cars,70000000,244082982,461651246
95,12/23/2009,alvin and the chipmunks: the squeakquel,70000000,219614612,443483213
96,06/22/1988,who framed roger rabbit?,70000000,154112492,351500000
97,07/30/1999,runaway bride,70000000,152257509,310138178
98,08/09/2002,xxx,70000000,141930000,267200000
99,06/08/2018,oceanâs 8,70000000,140218711,297115976
100,11/08/1996,ransom,70000000,136492681,308700000
1,08/21/2009,inglourious basterds,70000000,120774594,316915264
2,12/11/1991,hook,70000000,119654823,300854823
3,07/03/1990,die hard 2,70000000,117323878,239814025
4,08/08/2003,s.w.a.t.,70000000,116877597,207154748
5,11/10/2017,daddyâs home 2,70000000,104029443,175807183
6,11/19/1999,sleepy hollow,70000000,101068340,207068340
7,12/14/2001,vanilla sky,70000000,100614858,202726605
8,06/13/1997,hercules,70000000,99112101,250700000
9,03/22/2013,olympus has fallen,70000000,98927592,172878928
10,03/11/2011,battle: los angeles,70000000,83552429,213463976
11,08/13/2004,avp: alien vs. predator,70000000,80281096,172543519
12,12/25/2011,war horse,70000000,79883359,156815529
13,03/01/2002,we were soldiers,70000000,78120196,114658262
14,02/07/2014,the monuments men,70000000,78031620,158702748
15,09/23/2016,storks,70000000,72679278,183353431
16,12/11/1998,star trek: insurrection,70000000,70187658,117800000
17,12/10/2003,big fish,70000000,66432867,123954323
18,06/17/1994,wolf,70000000,65011757,131011757
19,01/20/2012,underworld: awakening,70000000,62321039,160379930
20,09/22/2017,the lego ninjago movie,70000000,59281555,122737201
21,10/10/2014,dracula untold,70000000,55991880,220241723
22,09/29/2006,the guardian,70000000,55011732,94973540
23,08/09/1989,the abyss,70000000,54243125,54243125
24,09/24/2010,wall street 2: money never sleeps,70000000,52474616,137431619
25,01/14/2011,the dilemma,70000000,48475290,70546865
26,12/25/2005,rumor has it,70000000,42996140,88933562
27,11/06/1998,the siege,70000000,40934175,116625798
28,08/10/2007,stardust,70000000,38634938,137022245
29,06/15/2012,rock of ages,70000000,38518613,61031932
30,10/08/1997,seven years in tibet,70000000,37945884,131445884
31,09/17/2004,sky captain and the world of tomorrow,70000000,37760080,49730854
32,09/14/2007,the brave one,70000000,36793804,69792704
33,11/01/2002,i spy,70000000,33561137,60279822
34,06/07/2002,bad company,70000000,30157016,69157016
35,10/21/2005,doom,70000000,28212337,58757178
36,01/29/2016,the finest hours,70000000,27569558,49252761
37,10/18/2013,escape plan,70000000,25135965,103735965
